x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.82634826488,43133.24935924902,0.0,0.0,0.0,-0.8641775047575619,0.5031870827743832,1.5
89668.2388975564,43130.45242228646,0.0,0.0,0.0,-0.8567052353123144,0.5158063006482879,1.5
89666.87822552054,43127.882263996544,0.0,0.0,0.0,-0.8760856354219352,0.48215553445682235,1.5
89665.44196059382,43125.61447727014,0.0,0.0,0.0,-0.8683274209497469,0.4959914213237574,1.5
89663.70332410357,43122.66635452582,0.0,0.0,0.0,-0.9657707506138885,0.2593971034122904,1.5
89660.83079425011,43121.00331092646,0.0,0.0,0.0,-0.958760558299818,0.28421504507787987,1.5
89657.80707861489,43119.037895763584,0.0,0.0,0.0,-0.9705122143351904,0.2410519483974468,1.5
89653.95184118,43116.99688770982,0.0,0.0,0.0,0.9953877060263016,0.0959339079350832,1.5
89650.61527763396,43117.64606331011,0.0,0.0,0.0,0.9868796805156107,0.16145741291562324,2.0
89647.04114078643,43118.84771276746,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89644.45593458207,43119.85356517503,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89642.08375731178,43120.77653225382,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89638.72630662762,43122.39949428531,0.0,0.0,0.0,0.9941497367282713,0.1080106520816753,8.333333333333334
89636.79188413985,43123.54839104032,0.0,0.0,0.0,0.9664251680981968,0.2569482330477718,8.333333333333334
89634.43022858462,43124.85770275098,0.0,0.0,0.0,0.950623763284204,0.31034571155306423,8.333333333333334
89632.7293175905,43126.51740138435,0.0,0.0,0.0,0.9018021025960089,0.432149242453828,8.333333333333334
89630.51737458812,43129.725715169814,0.0,0.0,0.0,0.8853309605625427,0.46496138578316953,8.333333333333334
89628.22579699305,43133.04939281988,0.0,0.0,0.0,0.8882456818924391,0.4593687065957322,8.333333333333334
89626.46044160138,43135.453991638395,0.0,0.0,0.0,0.8915886417421143,0.4528462144221279,8.333333333333334
89624.7055908478,43137.86847091221,0.0,0.0,0.0,0.8885665069151528,0.45874782047286466,8.333333333333334
89623.00392923622,43140.320055933,0.0,0.0,0.0,0.8849786344316016,0.4656316318717808,8.333333333333334
89621.32486153734,43142.78787011568,0.0,0.0,0.0,0.8837997222586937,0.46786541968332707,8.333333333333334
89619.64758644336,43145.25721661049,0.0,0.0,0.0,0.8828144746758004,0.4697218360933315,8.333333333333334
89617.989096488,43147.73939830417,0.0,0.0,0.0,0.8807448979516556,0.47359098886288764,8.333333333333334
89616.35557639219,43150.23756494725,0.0,0.0,0.0,0.8760573352860156,0.4822069527615354,8.333333333333334
89614.79485549631,43152.784246690906,0.0,0.0,0.0,0.8612685961974952,0.508149982981399,8.333333333333334
89613.46640080279,43155.467275274816,0.0,0.0,0.0,0.8213559231549291,0.5704160301905217,8.333333333333334
89612.71973423922,43158.351728429894,0.0,0.0,0.0,0.739453232409157,0.6732079300481014,8.333333333333334
89612.91767380819,43161.30512839732,0.0,0.0,0.0,0.6184645329544175,0.7858127139958186,8.333333333333334
89614.06231913313,43163.904780515986,0.0,0.0,0.0,0.43255541881811016,0.901607347824478,8.333333333333334
89616.25421130512,43165.46380800013,0.0,0.0,0.0,0.18739374987356366,0.982284878489089,8.333333333333334
89618.90001572197,43165.82030178179,0.0,0.0,0.0,-0.06647870630943775,0.9977878439865979,8.333333333333334
89621.2660579524,43164.79299068981,0.0,0.0,0.0,-0.3082845650818355,0.9512941852719923,8.333333333333334
89623.1414795382,43162.748666907326,0.0,0.0,0.0,-0.43127873284508245,0.9022187398827072,8.333333333333334
89624.7654400332,43160.45654948212,0.0,0.0,0.0,-0.4771537139042348,0.878819852590618,8.333333333333334
89626.21942328283,43158.00916833811,0.0,0.0,0.0,-0.5079296332890996,0.8613985649087191,8.333333333333334
89627.55761385353,43155.40852627905,0.0,0.0,0.0,-0.531990166330011,0.8467505316964183,8.333333333333334
89628.76824160501,43152.717832552815,0.0,0.0,0.0,-0.5488911985114181,0.8358938043775053,8.333333333333334
89629.94495952017,43149.89645934141,0.0,0.0,0.0,-0.5096219453756686,0.8603984383943982,8.333333333333334
89631.66433624002,43147.4329788568,0.0,0.0,0.0,-0.4959143880742277,0.8683714180585196,8.333333333333334
89632.68117833327,43145.25866471707,0.0,0.0,0.0,-0.5194643923501704,0.8544920977283922,8.333333333333334
89634.02967507333,43142.87120776175,0.0,0.0,0.0,-0.48949141122898415,0.8720081182724491,8.333333333333334
89635.83454501414,43140.089716633025,0.0,0.0,0.0,-0.40943519998345523,0.9123392006345601,8.333333333333334
89638.26793889389,43138.10780758547,0.0,0.0,0.0,-0.28036266860091674,0.9598941473178032,8.333333333333334
89640.65607016117,43137.01052471348,0.0,0.0,0.0,-0.1334391758544187,0.9910570045901969,8.333333333333334
89642.83278606358,43136.85585915912,0.0,0.0,0.0,0.07309333472637389,0.997325104676794,8.333333333333334
89644.8980268184,43137.63566325454,0.0,0.0,0.0,0.275091038950376,0.9614181817966637,8.333333333333334
89646.64869594516,43139.23427805124,0.0,0.0,0.0,0.4651111699874798,0.8852522801737805,8.333333333333334
89647.41425259023,43141.2878886521,0.0,0.0,0.0,0.6634983521643484,0.7481777440389379,8.333333333333334
89647.3494704183,43145.054507574794,0.0,0.0,0.0,0.7842165797313622,0.6204871925144338,8.333333333333334
